date,name,value
2023-10-01,pytorch/pytorch,69851
2023-11-01,pytorch/pytorch,70852
2023-12-01,pytorch/pytorch,71854
2024-01-01,pytorch/pytorch,72869
2024-02-01,pytorch/pytorch,73913
2024-03-01,pytorch/pytorch,75016
2024-04-01,pytorch/pytorch,76158
2024-05-01,pytorch/pytorch,77193
2024-06-01,pytorch/pytorch,78262
2024-07-01,pytorch/pytorch,79286
2024-08-01,pytorch/pytorch,80343
2024-09-01,pytorch/pytorch,81275
2024-10-01,pytorch/pytorch,82239
2024-11-01,pytorch/pytorch,83250
2024-12-01,pytorch/pytorch,84474
2025-01-01,pytorch/pytorch,85412
2025-02-01,pytorch/pytorch,85412
2020-02-01,gofiber/fiber,95
2020-03-01,gofiber/fiber,2789
2020-04-01,gofiber/fiber,3214
2020-05-01,gofiber/fiber,4422
2020-06-01,gofiber/fiber,5158
2020-07-01,gofiber/fiber,5612
2020-08-01,gofiber/fiber,6470
2020-09-01,gofiber/fiber,7009
2020-10-01,gofiber/fiber,7614
2020-11-01,gofiber/fiber,8841
2020-12-01,gofiber/fiber,9565
2021-01-01,gofiber/fiber,10125
2021-02-01,gofiber/fiber,10630
2021-03-01,gofiber/fiber,11091
2021-04-01,gofiber/fiber,11695
2021-05-01,gofiber/fiber,12262
2021-06-01,gofiber/fiber,12702
2021-07-01,gofiber/fiber,13116
2021-08-01,gofiber/fiber,13519
2021-09-01,gofiber/fiber,14006
2021-10-01,gofiber/fiber,14605
2021-11-01,gofiber/fiber,15182
2021-12-01,gofiber/fiber,15606
2022-01-01,gofiber/fiber,16514
2022-02-01,gofiber/fiber,17007
2022-03-01,gofiber/fiber,17534
2022-04-01,gofiber/fiber,18280
2022-05-01,gofiber/fiber,18854
2022-06-01,gofiber/fiber,19325
2022-07-01,gofiber/fiber,19790
2022-08-01,gofiber/fiber,20235
2022-09-01,gofiber/fiber,21136
2022-10-01,gofiber/fiber,21678
2022-11-01,gofiber/fiber,22109
2022-12-01,gofiber/fiber,22583
2023-01-01,gofiber/fiber,22924
2023-02-01,gofiber/fiber,23497
2023-03-01,gofiber/fiber,24066
2023-04-01,gofiber/fiber,24622
2023-05-01,gofiber/fiber,25222
2023-06-01,gofiber/fiber,25753
2023-07-01,gofiber/fiber,26257
2023-08-01,gofiber/fiber,26850
2023-09-01,gofiber/fiber,27387
2023-10-01,gofiber/fiber,27879
2023-11-01,gofiber/fiber,28364
2023-12-01,gofiber/fiber,28777
2024-01-01,gofiber/fiber,29186
2024-02-01,gofiber/fiber,29628
2024-03-01,gofiber/fiber,30003
2024-04-01,gofiber/fiber,30633
2024-05-01,gofiber/fiber,31053
2024-06-01,gofiber/fiber,31425
2024-07-01,gofiber/fiber,31760
2024-08-01,gofiber/fiber,32184
2024-09-01,gofiber/fiber,32650
2024-10-01,gofiber/fiber,33216
2024-11-01,gofiber/fiber,33684
2024-12-01,gofiber/fiber,34079
2025-01-01,gofiber/fiber,34477
2025-02-01,gofiber/fiber,34478
2014-07-01,gin-gonic/gin,141
2014-08-01,gin-gonic/gin,906
2014-09-01,gin-gonic/gin,1067
2014-10-01,gin-gonic/gin,1177
2014-11-01,gin-gonic/gin,1294
2014-12-01,gin-gonic/gin,1420
2015-01-01,gin-gonic/gin,1554
2015-02-01,gin-gonic/gin,1689
2015-03-01,gin-gonic/gin,1916
2015-04-01,gin-gonic/gin,2129
2015-05-01,gin-gonic/gin,2326
2015-06-01,gin-gonic/gin,2725
2015-07-01,gin-gonic/gin,2951
2015-08-01,gin-gonic/gin,3151
2015-09-01,gin-gonic/gin,3360
2015-10-01,gin-gonic/gin,3626
2015-11-01,gin-gonic/gin,3863
2015-12-01,gin-gonic/gin,4152
2016-01-01,gin-gonic/gin,4386
2016-02-01,gin-gonic/gin,4660
2016-03-01,gin-gonic/gin,4986
2016-04-01,gin-gonic/gin,5355
2016-05-01,gin-gonic/gin,5614
2016-06-01,gin-gonic/gin,5884
2016-07-01,gin-gonic/gin,6153
2016-08-01,gin-gonic/gin,6386
2016-09-01,gin-gonic/gin,6637
2016-10-01,gin-gonic/gin,6834
2016-11-01,gin-gonic/gin,7081
2016-12-01,gin-gonic/gin,7299
2017-01-01,gin-gonic/gin,7582
2017-02-01,gin-gonic/gin,7849
2017-03-01,gin-gonic/gin,8130
2017-04-01,gin-gonic/gin,8518
2017-05-01,gin-gonic/gin,8803
2017-06-01,gin-gonic/gin,9189
2017-07-01,gin-gonic/gin,9509
2017-08-01,gin-gonic/gin,9978
2017-09-01,gin-gonic/gin,10423
2017-10-01,gin-gonic/gin,10892
2017-11-01,gin-gonic/gin,11422
2017-12-01,gin-gonic/gin,12006
2018-01-01,gin-gonic/gin,12553
2018-02-01,gin-gonic/gin,13328
2018-03-01,gin-gonic/gin,13909
2018-04-01,gin-gonic/gin,14609
2018-05-01,gin-gonic/gin,15369
2018-06-01,gin-gonic/gin,16072
2018-07-01,gin-gonic/gin,16800
2018-08-01,gin-gonic/gin,17593
2018-09-01,gin-gonic/gin,18428
2018-10-01,gin-gonic/gin,19149
2018-11-01,gin-gonic/gin,19825
2018-12-01,gin-gonic/gin,20685
2019-01-01,gin-gonic/gin,21527
2019-02-01,gin-gonic/gin,22300
2019-03-01,gin-gonic/gin,22890
2019-04-01,gin-gonic/gin,23796
2019-05-01,gin-gonic/gin,24787
2019-06-01,gin-gonic/gin,25773
2019-07-01,gin-gonic/gin,26670
2019-08-01,gin-gonic/gin,27782
2019-09-01,gin-gonic/gin,28760
2019-10-01,gin-gonic/gin,29653
2019-11-01,gin-gonic/gin,30394
2019-12-01,gin-gonic/gin,31311
2020-01-01,gin-gonic/gin,32213
2020-02-01,gin-gonic/gin,32919
2020-03-01,gin-gonic/gin,33578
2020-04-01,gin-gonic/gin,34368
2020-05-01,gin-gonic/gin,35358
2020-06-01,gin-gonic/gin,36287
2020-07-01,gin-gonic/gin,37243
2020-08-01,gin-gonic/gin,38189
2020-09-01,gin-gonic/gin,38998
2020-10-01,gin-gonic/gin,39800
2020-11-01,gin-gonic/gin,40559
2020-12-01,gin-gonic/gin,41397
2021-01-01,gin-gonic/gin,42268
2021-02-01,gin-gonic/gin,43022
2021-03-01,gin-gonic/gin,43768
2021-04-01,gin-gonic/gin,44616
2021-05-01,gin-gonic/gin,45449
2021-06-01,gin-gonic/gin,46225
2021-07-01,gin-gonic/gin,46970
2021-08-01,gin-gonic/gin,47784
2021-09-01,gin-gonic/gin,48802
2021-10-01,gin-gonic/gin,49651
2021-11-01,gin-gonic/gin,50410
2021-12-01,gin-gonic/gin,51250
2022-01-01,gin-gonic/gin,52177
2022-02-01,gin-gonic/gin,53062
2022-03-01,gin-gonic/gin,53890
2022-04-01,gin-gonic/gin,55003
2022-05-01,gin-gonic/gin,56244
2022-06-01,gin-gonic/gin,57620
2022-07-01,gin-gonic/gin,58629
2022-08-01,gin-gonic/gin,59585
2022-09-01,gin-gonic/gin,60480
2022-10-01,gin-gonic/gin,61335
2022-11-01,gin-gonic/gin,62103
2022-12-01,gin-gonic/gin,62920
2023-01-01,gin-gonic/gin,63680
2023-02-01,gin-gonic/gin,64346
2023-03-01,gin-gonic/gin,65142
2023-04-01,gin-gonic/gin,66009
2023-05-01,gin-gonic/gin,66741
2023-06-01,gin-gonic/gin,67517
2023-07-01,gin-gonic/gin,68330
2023-08-01,gin-gonic/gin,69081
2023-09-01,gin-gonic/gin,69866
2023-10-01,gin-gonic/gin,70504
2023-11-01,gin-gonic/gin,71104
2023-12-01,gin-gonic/gin,71713
2024-01-01,gin-gonic/gin,72323
2024-02-01,gin-gonic/gin,72984
2024-03-01,gin-gonic/gin,73554
2024-04-01,gin-gonic/gin,74264
2024-05-01,gin-gonic/gin,74870
2024-06-01,gin-gonic/gin,75474
2024-07-01,gin-gonic/gin,76130
2024-08-01,gin-gonic/gin,76762
2024-09-01,gin-gonic/gin,77373
2024-10-01,gin-gonic/gin,77958
2024-11-01,gin-gonic/gin,78527
2024-12-01,gin-gonic/gin,79134
2025-01-01,gin-gonic/gin,79683
2025-02-01,gin-gonic/gin,79684
2014-01-01,grafana/grafana,0
2014-02-01,grafana/grafana,773
2014-03-01,grafana/grafana,1179
2014-04-01,grafana/grafana,1557
2014-05-01,grafana/grafana,1800
2014-06-01,grafana/grafana,2012
2014-07-01,grafana/grafana,2164
2014-08-01,grafana/grafana,2342
2014-09-01,grafana/grafana,2747
2014-10-01,grafana/grafana,2982
2014-11-01,grafana/grafana,3191
2014-12-01,grafana/grafana,3403
2015-01-01,grafana/grafana,3691
2015-02-01,grafana/grafana,3950
2015-03-01,grafana/grafana,4244
2015-04-01,grafana/grafana,4501
2015-05-01,grafana/grafana,4837
2015-06-01,grafana/grafana,5079
2015-07-01,grafana/grafana,5315
2015-08-01,grafana/grafana,5533
2015-09-01,grafana/grafana,5751
2015-10-01,grafana/grafana,5997
2015-11-01,grafana/grafana,6324
2015-12-01,grafana/grafana,6638
2016-01-01,grafana/grafana,6963
2016-02-01,grafana/grafana,7286
2016-03-01,grafana/grafana,7723
2016-04-01,grafana/grafana,8172
2016-05-01,grafana/grafana,8567
2016-06-01,grafana/grafana,9167
2016-07-01,grafana/grafana,9560
2016-08-01,grafana/grafana,9980
2016-09-01,grafana/grafana,10439
2016-10-01,grafana/grafana,10897
2016-11-01,grafana/grafana,11218
2016-12-01,grafana/grafana,11911
2017-01-01,grafana/grafana,12412
2017-02-01,grafana/grafana,12875
2017-03-01,grafana/grafana,13380
2017-04-01,grafana/grafana,13919
2017-05-01,grafana/grafana,14304
2017-06-01,grafana/grafana,14712
2017-07-01,grafana/grafana,15123
2017-08-01,grafana/grafana,15491
2017-09-01,grafana/grafana,15914
2017-10-01,grafana/grafana,16356
2017-11-01,grafana/grafana,16941
2017-12-01,grafana/grafana,17452
2018-01-01,grafana/grafana,17899
2018-02-01,grafana/grafana,18360
2018-03-01,grafana/grafana,18825
2018-04-01,grafana/grafana,19322
2018-05-01,grafana/grafana,19757
2018-06-01,grafana/grafana,20239
2018-07-01,grafana/grafana,20785
2018-08-01,grafana/grafana,21307
2018-09-01,grafana/grafana,21826
2018-10-01,grafana/grafana,22319
2018-11-01,grafana/grafana,22814
2018-12-01,grafana/grafana,23392
2019-01-01,grafana/grafana,24060
2019-02-01,grafana/grafana,24648
2019-03-01,grafana/grafana,25178
2019-04-01,grafana/grafana,25891
2019-05-01,grafana/grafana,26521
2019-06-01,grafana/grafana,27127
2019-07-01,grafana/grafana,27600
2019-08-01,grafana/grafana,28167
2019-09-01,grafana/grafana,28771
2019-10-01,grafana/grafana,29270
2019-11-01,grafana/grafana,29801
2019-12-01,grafana/grafana,30320
2020-01-01,grafana/grafana,30838
2020-02-01,grafana/grafana,31278
2020-03-01,grafana/grafana,31737
2020-04-01,grafana/grafana,32247
2020-05-01,grafana/grafana,32758
2020-06-01,grafana/grafana,33342
2020-07-01,grafana/grafana,33865
2020-08-01,grafana/grafana,34433
2020-09-01,grafana/grafana,34929
2020-10-01,grafana/grafana,35489
2020-11-01,grafana/grafana,35977
2020-12-01,grafana/grafana,36603
2021-01-01,grafana/grafana,37101
2021-02-01,grafana/grafana,37647
2021-03-01,grafana/grafana,38143
2021-04-01,grafana/grafana,38900
2021-05-01,grafana/grafana,39415
2021-06-01,grafana/grafana,39906
2021-07-01,grafana/grafana,40936
2021-08-01,grafana/grafana,41495
2021-09-01,grafana/grafana,41999
2021-10-01,grafana/grafana,42471
2021-11-01,grafana/grafana,43000
2021-12-01,grafana/grafana,43532
2022-01-01,grafana/grafana,44572
2022-02-01,grafana/grafana,45192
2022-03-01,grafana/grafana,45655
2022-04-01,grafana/grafana,46215
2022-05-01,grafana/grafana,46783
2022-06-01,grafana/grafana,47662
2022-07-01,grafana/grafana,48233
2022-08-01,grafana/grafana,48734
2022-09-01,grafana/grafana,49279
2022-10-01,grafana/grafana,49850
2022-11-01,grafana/grafana,50420
2022-12-01,grafana/grafana,51227
2023-01-01,grafana/grafana,51905
2023-02-01,grafana/grafana,52380
2023-03-01,grafana/grafana,52849
2023-04-01,grafana/grafana,53418
2023-05-01,grafana/grafana,53903
2023-06-01,grafana/grafana,54415
2023-07-01,grafana/grafana,54916
2023-08-01,grafana/grafana,55379
2023-09-01,grafana/grafana,55866
2023-10-01,grafana/grafana,56366
2023-11-01,grafana/grafana,56902
2023-12-01,grafana/grafana,57335
2024-01-01,grafana/grafana,57827
2024-02-01,grafana/grafana,58333
2024-03-01,grafana/grafana,58805
2024-04-01,grafana/grafana,59396
2024-05-01,grafana/grafana,59900
2024-06-01,grafana/grafana,60438
2024-07-01,grafana/grafana,60940
2024-08-01,grafana/grafana,61433
2024-09-01,grafana/grafana,63213
2024-10-01,grafana/grafana,63909
2024-11-01,grafana/grafana,64474
2024-12-01,grafana/grafana,65217
2025-01-01,grafana/grafana,65710
2025-02-01,grafana/grafana,65711
2014-07-01,microsoft/typescript,0
2014-08-01,microsoft/typescript,1466
2014-09-01,microsoft/typescript,1729
2014-10-01,microsoft/typescript,1874
2014-11-01,microsoft/typescript,2101
2014-12-01,microsoft/typescript,2514
2015-01-01,microsoft/typescript,2697
2015-02-01,microsoft/typescript,2904
2015-03-01,microsoft/typescript,3074
2015-04-01,microsoft/typescript,3734
2015-05-01,microsoft/typescript,4223
2015-06-01,microsoft/typescript,4665
2015-07-01,microsoft/typescript,4978
2015-08-01,microsoft/typescript,5332
2015-09-01,microsoft/typescript,5680
2015-10-01,microsoft/typescript,6023
2015-11-01,microsoft/typescript,6419
2015-12-01,microsoft/typescript,6948
2016-01-01,microsoft/typescript,7450
2016-02-01,microsoft/typescript,8019
2016-03-01,microsoft/typescript,8571
2016-04-01,microsoft/typescript,9252
2016-05-01,microsoft/typescript,9911
2016-06-01,microsoft/typescript,10544
2016-07-01,microsoft/typescript,11266
2016-08-01,microsoft/typescript,12151
2016-09-01,microsoft/typescript,12864
2016-10-01,microsoft/typescript,13756
2016-11-01,microsoft/typescript,14566
2016-12-01,microsoft/typescript,15345
2017-01-01,microsoft/typescript,16009
2017-02-01,microsoft/typescript,16742
2017-03-01,microsoft/typescript,17559
2017-04-01,microsoft/typescript,18469
2017-05-01,microsoft/typescript,19486
2017-06-01,microsoft/typescript,20352
2017-07-01,microsoft/typescript,21220
2017-08-01,microsoft/typescript,22132
2017-09-01,microsoft/typescript,23136
2017-10-01,microsoft/typescript,23914
2017-11-01,microsoft/typescript,24995
2017-12-01,microsoft/typescript,26014
2018-01-01,microsoft/typescript,26966
2018-02-01,microsoft/typescript,28026
2018-03-01,microsoft/typescript,28938
2018-04-01,microsoft/typescript,29993
2018-05-01,microsoft/typescript,30955
2018-06-01,microsoft/typescript,31959
2018-07-01,microsoft/typescript,33425
2018-08-01,microsoft/typescript,34555
2018-09-01,microsoft/typescript,35663
2018-10-01,microsoft/typescript,36702
2018-11-01,microsoft/typescript,38010
2018-12-01,microsoft/typescript,38996
2019-01-01,microsoft/typescript,40162
2019-02-01,microsoft/typescript,41556
2019-03-01,microsoft/typescript,42707
2019-04-01,microsoft/typescript,44074
2019-05-01,microsoft/typescript,45307
2019-06-01,microsoft/typescript,46655
2019-07-01,microsoft/typescript,47762
2019-08-01,microsoft/typescript,48958
2019-09-01,microsoft/typescript,50016
2019-10-01,microsoft/typescript,51041
2019-11-01,microsoft/typescript,52059
2019-12-01,microsoft/typescript,52918
2020-01-01,microsoft/typescript,53708
2020-02-01,microsoft/typescript,54449
2020-03-01,microsoft/typescript,55152
2020-04-01,microsoft/typescript,55896
2020-05-01,microsoft/typescript,56760
2020-06-01,microsoft/typescript,57833
2020-07-01,microsoft/typescript,58705
2020-08-01,microsoft/typescript,59624
2020-09-01,microsoft/typescript,60812
2020-10-01,microsoft/typescript,61631
2020-11-01,microsoft/typescript,62301
2020-12-01,microsoft/typescript,63446
2021-01-01,microsoft/typescript,64297
2021-02-01,microsoft/typescript,65173
2021-03-01,microsoft/typescript,65877
2021-04-01,microsoft/typescript,66739
2021-05-01,microsoft/typescript,67535
2021-06-01,microsoft/typescript,68516
2021-07-01,microsoft/typescript,69454
2021-08-01,microsoft/typescript,70229
2021-09-01,microsoft/typescript,70975
2021-10-01,microsoft/typescript,71740
2021-11-01,microsoft/typescript,72572
2021-12-01,microsoft/typescript,73460
2022-01-01,microsoft/typescript,74245
2022-02-01,microsoft/typescript,74992
2022-03-01,microsoft/typescript,75826
2022-04-01,microsoft/typescript,76751
2022-05-01,microsoft/typescript,77682
2022-06-01,microsoft/typescript,78590
2022-07-01,microsoft/typescript,79458
2022-08-01,microsoft/typescript,80456
2022-09-01,microsoft/typescript,81478
2022-10-01,microsoft/typescript,82307
2022-11-01,microsoft/typescript,83211
2022-12-01,microsoft/typescript,84256
2023-01-01,microsoft/typescript,85004
2023-02-01,microsoft/typescript,85936
2023-03-01,microsoft/typescript,86773
2023-04-01,microsoft/typescript,87915
2023-05-01,microsoft/typescript,88804
2023-06-01,microsoft/typescript,89750
2023-07-01,microsoft/typescript,90535
2023-08-01,microsoft/typescript,91276
2023-09-01,microsoft/typescript,92104
2023-10-01,microsoft/typescript,92794
2023-11-01,microsoft/typescript,93454
2023-12-01,microsoft/typescript,94067
2024-01-01,microsoft/typescript,94630
2024-02-01,microsoft/typescript,95221
2024-03-01,microsoft/typescript,95849
2024-04-01,microsoft/typescript,96515
2024-05-01,microsoft/typescript,97143
2024-06-01,microsoft/typescript,97685
2024-07-01,microsoft/typescript,98247
2024-08-01,microsoft/typescript,98840
2024-09-01,microsoft/typescript,99407
2024-10-01,microsoft/typescript,100044
2024-11-01,microsoft/typescript,100632
2024-12-01,microsoft/typescript,101164
2025-01-01,microsoft/typescript,101637
2025-02-01,microsoft/typescript,101638
2009-04-01,redis/redis,1071
2009-05-01,redis/redis,1156
2009-06-01,redis/redis,1222
2009-07-01,redis/redis,1306
2009-08-01,redis/redis,1376
2009-09-01,redis/redis,1459
2009-10-01,redis/redis,1530
2009-11-01,redis/redis,1618
2009-12-01,redis/redis,1695
2010-01-01,redis/redis,1790
2010-02-01,redis/redis,1884
2010-03-01,redis/redis,1990
2010-04-01,redis/redis,2099
2010-05-01,redis/redis,2184
2010-06-01,redis/redis,2292
2010-07-01,redis/redis,2395
2010-08-01,redis/redis,2507
2010-09-01,redis/redis,2615
2010-10-01,redis/redis,2717
2010-11-01,redis/redis,2842
2010-12-01,redis/redis,2954
2011-01-01,redis/redis,3055
2011-02-01,redis/redis,3165
2011-03-01,redis/redis,3277
2011-04-01,redis/redis,3428
2011-05-01,redis/redis,3532
2011-06-01,redis/redis,3635
2011-07-01,redis/redis,3742
2011-08-01,redis/redis,3831
2011-09-01,redis/redis,3935
2011-10-01,redis/redis,4039
2011-11-01,redis/redis,4118
2011-12-01,redis/redis,4218
2012-01-01,redis/redis,4298
2012-02-01,redis/redis,4370
2012-03-01,redis/redis,4471
2012-04-01,redis/redis,4556
2012-05-01,redis/redis,4632
2012-06-01,redis/redis,4691
2012-07-01,redis/redis,4737
2012-08-01,redis/redis,4793
2012-09-01,redis/redis,4819
2012-10-01,redis/redis,4840
2012-11-01,redis/redis,4856
2012-12-01,redis/redis,4880
2013-01-01,redis/redis,4901
2013-02-01,redis/redis,4916
2013-03-01,redis/redis,5012
2013-04-01,redis/redis,5203
2013-05-01,redis/redis,5364
2013-06-01,redis/redis,5529
2013-07-01,redis/redis,5681
2013-08-01,redis/redis,5856
2013-09-01,redis/redis,6026
2013-10-01,redis/redis,6177
2013-11-01,redis/redis,6396
2013-12-01,redis/redis,6635
2014-01-01,redis/redis,6819
2014-02-01,redis/redis,7004
2014-03-01,redis/redis,7176
2014-04-01,redis/redis,7475
2014-05-01,redis/redis,7801
2014-06-01,redis/redis,8100
2014-07-01,redis/redis,8364
2014-08-01,redis/redis,8647
2014-09-01,redis/redis,8858
2014-10-01,redis/redis,9126
2014-11-01,redis/redis,9461
2014-12-01,redis/redis,9787
2015-01-01,redis/redis,10106
2015-02-01,redis/redis,10483
2015-03-01,redis/redis,10749
2015-04-01,redis/redis,11090
2015-05-01,redis/redis,11529
2015-06-01,redis/redis,11890
2015-07-01,redis/redis,12332
2015-08-01,redis/redis,12702
2015-09-01,redis/redis,13012
2015-10-01,redis/redis,13306
2015-11-01,redis/redis,13646
2015-12-01,redis/redis,14017
2016-01-01,redis/redis,14358
2016-02-01,redis/redis,14734
2016-03-01,redis/redis,15029
2016-04-01,redis/redis,15469
2016-05-01,redis/redis,15866
2016-06-01,redis/redis,16334
2016-07-01,redis/redis,16719
2016-08-01,redis/redis,17138
2016-09-01,redis/redis,17632
2016-10-01,redis/redis,18018
2016-11-01,redis/redis,18436
2016-12-01,redis/redis,18801
2017-01-01,redis/redis,19201
2017-02-01,redis/redis,19551
2017-03-01,redis/redis,19950
2017-04-01,redis/redis,20570
2017-05-01,redis/redis,21085
2017-06-01,redis/redis,21531
2017-07-01,redis/redis,21954
2017-08-01,redis/redis,22405
2017-09-01,redis/redis,22883
2017-10-01,redis/redis,23356
2017-11-01,redis/redis,23801
2017-12-01,redis/redis,24234
2018-01-01,redis/redis,24681
2018-02-01,redis/redis,25146
2018-03-01,redis/redis,25504
2018-04-01,redis/redis,26075
2018-05-01,redis/redis,26630
2018-06-01,redis/redis,27148
2018-07-01,redis/redis,27698
2018-08-01,redis/redis,28264
2018-09-01,redis/redis,28931
2018-10-01,redis/redis,29705
2018-11-01,redis/redis,30272
2018-12-01,redis/redis,30818
2019-01-01,redis/redis,31334
2019-02-01,redis/redis,31910
2019-03-01,redis/redis,32396
2019-04-01,redis/redis,33128
2019-05-01,redis/redis,33897
2019-06-01,redis/redis,34549
2019-07-01,redis/redis,35071
2019-08-01,redis/redis,35665
2019-09-01,redis/redis,36275
2019-10-01,redis/redis,36787
2019-11-01,redis/redis,37294
2019-12-01,redis/redis,37821
2020-01-01,redis/redis,38389
2020-02-01,redis/redis,38826
2020-03-01,redis/redis,39206
2020-04-01,redis/redis,39786
2020-05-01,redis/redis,40394
2020-06-01,redis/redis,41074
2020-07-01,redis/redis,41674
2020-08-01,redis/redis,42338
2020-09-01,redis/redis,42846
2020-10-01,redis/redis,43372
2020-11-01,redis/redis,43787
2020-12-01,redis/redis,44221
2021-01-01,redis/redis,44721
2021-02-01,redis/redis,45192
2021-03-01,redis/redis,45613
2021-04-01,redis/redis,46157
2021-05-01,redis/redis,46698
2021-06-01,redis/redis,47150
2021-07-01,redis/redis,47776
2021-08-01,redis/redis,48410
2021-09-01,redis/redis,48882
2021-10-01,redis/redis,49320
2021-11-01,redis/redis,49750
2021-12-01,redis/redis,50168
2022-01-01,redis/redis,50729
2022-02-01,redis/redis,51321
2022-03-01,redis/redis,51942
2022-04-01,redis/redis,52458
2022-05-01,redis/redis,53007
2022-06-01,redis/redis,53507
2022-07-01,redis/redis,54089
2022-08-01,redis/redis,54546
2022-09-01,redis/redis,54990
2022-10-01,redis/redis,55452
2022-11-01,redis/redis,55890
2022-12-01,redis/redis,56269
2023-01-01,redis/redis,56595
2023-02-01,redis/redis,56943
2023-03-01,redis/redis,57338
2023-04-01,redis/redis,57874
2023-05-01,redis/redis,58418
2023-06-01,redis/redis,58861
2023-07-01,redis/redis,59280
2023-08-01,redis/redis,59721
2023-09-01,redis/redis,60182
2023-10-01,redis/redis,60593
2023-11-01,redis/redis,61040
2023-12-01,redis/redis,61478
2024-01-01,redis/redis,61930
2024-02-01,redis/redis,62364
2024-03-01,redis/redis,62704
2024-04-01,redis/redis,63623
2024-05-01,redis/redis,64276
2024-06-01,redis/redis,64680
2024-07-01,redis/redis,65075
2024-08-01,redis/redis,65487
2024-09-01,redis/redis,65865
2024-10-01,redis/redis,66282
2024-11-01,redis/redis,66735
2024-12-01,redis/redis,67138
2025-01-01,redis/redis,67544
2025-02-01,redis/redis,67545
2012-03-01,jetbrains/kotlin,277
2012-04-01,jetbrains/kotlin,288
2012-05-01,jetbrains/kotlin,291
2012-06-01,jetbrains/kotlin,295
2012-07-01,jetbrains/kotlin,295
2012-08-01,jetbrains/kotlin,297
2012-09-01,jetbrains/kotlin,297
2012-10-01,jetbrains/kotlin,297
2012-11-01,jetbrains/kotlin,297
2012-12-01,jetbrains/kotlin,298
2013-01-01,jetbrains/kotlin,299
2013-02-01,jetbrains/kotlin,300
2013-03-01,jetbrains/kotlin,310
2013-04-01,jetbrains/kotlin,327
2013-05-01,jetbrains/kotlin,337
2013-06-01,jetbrains/kotlin,350
